epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,522.415,0.94531,1.90683,1.23156,1.21192,0.40399,0.31294,0.29166,0.20425,0.33872,0.26883,0.24513,0.17231,1.43097,2.66789,2.53859,1.72262,0.0007492,0.0007492,0.0007492
40,539.004,0.95564,1.95638,1.23195,1.2312,0.34473,0.29143,0.23503,0.15238,0.29171,0.24299,0.18447,0.11838,1.48707,2.97153,2.67337,1.80186,0.0007426,0.0007426,0.0007426
41,555.346,0.92439,1.85766,1.21048,1.20191,0.31462,0.29002,0.22637,0.15617,0.28979,0.29291,0.21461,0.12453,1.51651,3.072,2.64054,1.82058,0.000736,0.000736,0.000736
42,571.543,0.91688,1.81824,1.19231,1.18991,0.28416,0.3255,0.25131,0.16597,0.33552,0.21911,0.21507,0.12742,1.44056,2.95429,2.40731,1.76082,0.0007294,0.0007294,0.0007294
43,587.905,0.91051,1.76619,1.1509,1.18499,0.25412,0.24479,0.19785,0.12648,0.2651,0.17882,0.15911,0.10769,1.43291,2.78328,2.83249,1.71178,0.0007228,0.0007228,0.0007228
44,604.28,0.92708,1.80417,1.1621,1.18581,0.30445,0.29412,0.25194,0.15757,0.28487,0.26863,0.22265,0.13049,1.45418,2.93663,2.55974,1.74637,0.0007162,0.0007162,0.0007162
45,620.375,0.90998,1.79096,1.15058,1.17721,0.34904,0.28035,0.27118,0.17313,0.33398,0.24698,0.23842,0.13907,1.4803,2.8292,2.55801,1.75921,0.0007096,0.0007096,0.0007096
46,636.848,0.89769,1.8077,1.11718,1.17543,0.31939,0.25952,0.24974,0.16391,0.30678,0.23899,0.22504,0.13165,1.50171,2.95318,2.69515,1.78724,0.000703,0.000703,0.000703
47,653.165,0.89238,1.78894,1.09521,1.17776,0.25531,0.31809,0.23661,0.1571,0.28532,0.22588,0.20886,0.11876,1.46554,3.00037,2.73045,1.74811,0.0006964,0.0006964,0.0006964
48,669.348,0.88746,1.77997,1.10747,1.17,0.29332,0.27538,0.2732,0.17555,0.2911,0.25235,0.22745,0.13899,1.42716,2.83954,2.66186,1.7525,0.0006898,0.0006898,0.0006898
49,685.801,0.85639,1.72443,1.08395,1.14611,0.30298,0.33568,0.25737,0.16658,0.24821,0.27736,0.20271,0.11514,1.48274,3.02191,2.68794,1.76932,0.0006832,0.0006832,0.0006832
50,702.314,0.86414,1.71788,1.06597,1.15141,0.27386,0.28479,0.23886,0.1587,0.22038,0.22706,0.18991,0.12367,1.4747,2.92555,2.69116,1.76417,0.0006766,0.0006766,0.0006766
51,718.786,0.86177,1.70116,1.06649,1.16009,0.2869,0.25063,0.21113,0.14345,0.26257,0.24172,0.1905,0.11267,1.41931,3.08515,2.68002,1.72535,0.00067,0.00067,0.00067
52,735.635,0.84367,1.68915,1.02793,1.13725,0.3195,0.23096,0.20422,0.14106,0.28005,0.21478,0.18735,0.11417,1.49092,2.99318,2.77734,1.77139,0.0006634,0.0006634,0.0006634
53,752.059,0.85254,1.7046,1.0206,1.14398,0.25145,0.26589,0.22741,0.14996,0.24562,0.21581,0.211,0.11954,1.47712,3.05491,2.76147,1.77102,0.0006568,0.0006568,0.0006568
54,768.5,0.84241,1.66599,1.02604,1.13908,0.29912,0.30698,0.25441,0.16301,0.25199,0.25272,0.18812,0.10721,1.45926,3.10336,2.80362,1.79542,0.0006502,0.0006502,0.0006502
55,784.811,0.8366,1.7027,1.00498,1.13339,0.30584,0.29382,0.26998,0.17583,0.26344,0.20859,0.21807,0.14172,1.45095,3.09938,2.69418,1.77241,0.0006436,0.0006436,0.0006436
56,801.169,0.82984,1.66701,1.00368,1.13923,0.245,0.22582,0.20879,0.14369,0.26396,0.17963,0.17668,0.11107,1.41133,3.01622,2.79361,1.74474,0.000637,0.000637,0.000637
57,817.642,0.85142,1.69257,1.01391,1.15487,0.26469,0.24925,0.21528,0.15197,0.25777,0.24398,0.20581,0.12483,1.49316,3.12608,2.73335,1.83137,0.0006304,0.0006304,0.0006304
58,829.39,0.8292,1.62266,0.97635,1.12668,0.30726,0.22019,0.22278,0.14985,0.30112,0.21493,0.19775,0.10922,1.50392,3.17532,2.69958,1.80516,0.0006238,0.0006238,0.0006238
59,839.003,0.8361,1.63886,0.9582,1.12201,0.26579,0.2689,0.23702,0.17597,0.23598,0.24972,0.21382,0.13715,1.43549,2.9337,2.71445,1.7426,0.0006172,0.0006172,0.0006172
60,848.594,0.81731,1.59295,0.97105,1.13334,0.34039,0.27743,0.24613,0.16802,0.29716,0.2471,0.20493,0.12991,1.41997,2.96829,2.73294,1.72881,0.0006106,0.0006106,0.0006106
61,858.155,0.80676,1.60552,0.94386,1.11513,0.32462,0.22957,0.219,0.15921,0.33827,0.21191,0.2024,0.12292,1.48474,3.16736,2.82291,1.78841,0.000604,0.000604,0.000604
62,867.34,0.80321,1.59385,0.93448,1.11055,0.33381,0.38869,0.2743,0.19229,0.30227,0.33376,0.23982,0.14112,1.42705,3.18755,2.67995,1.771,0.0005974,0.0005974,0.0005974
63,876.428,0.8225,1.63663,0.95749,1.12553,0.35442,0.27933,0.26223,0.18196,0.29815,0.23609,0.21425,0.14262,1.44632,3.17398,2.84199,1.79122,0.0005908,0.0005908,0.0005908
64,885.534,0.78512,1.55433,0.90398,1.10177,0.28549,0.22403,0.20734,0.15032,0.27675,0.19054,0.18172,0.11061,1.44413,3.31136,2.98441,1.72435,0.0005842,0.0005842,0.0005842
65,894.554,0.80562,1.58051,0.92503,1.11235,0.44169,0.23222,0.24227,0.1678,0.40037,0.20599,0.19665,0.11507,1.47165,2.96816,2.83816,1.77295,0.0005776,0.0005776,0.0005776
66,906.316,0.77633,1.50475,0.89687,1.09923,0.28831,0.36247,0.23405,0.15186,0.2502,0.31943,0.20107,0.11486,1.39302,2.92797,2.75952,1.70799,0.000571,0.000571,0.000571
67,923.457,0.77072,1.53428,0.89215,1.08919,0.25225,0.30327,0.20416,0.13746,0.24543,0.28058,0.19054,0.11303,1.38563,3.00394,2.86302,1.70474,0.0005644,0.0005644,0.0005644
68,940.478,0.77346,1.53359,0.88122,1.10384,0.35004,0.26352,0.27189,0.20033,0.33852,0.26739,0.26489,0.17064,1.42956,3.04249,2.8004,1.7696,0.0005578,0.0005578,0.0005578
69,955.098,0.79141,1.57108,0.90652,1.10773,0.30211,0.30742,0.24896,0.17464,0.26256,0.28308,0.22653,0.14375,1.42214,3.25048,2.90289,1.6908,0.0005512,0.0005512,0.0005512
70,964.701,0.77729,1.55539,0.88989,1.09391,0.26266,0.29456,0.24393,0.16313,0.21966,0.27795,0.20049,0.12788,1.48001,3.29567,3.04497,1.75577,0.0005446,0.0005446,0.0005446
71,974.719,0.79066,1.54896,0.92027,1.10927,0.30193,0.26925,0.22453,0.16243,0.25474,0.24616,0.2022,0.13683,1.46842,3.19864,2.73036,1.76873,0.000538,0.000538,0.000538
72,984.799,0.77141,1.48626,0.85126,1.09116,0.32486,0.23608,0.24204,0.17333,0.32582,0.20769,0.22281,0.13971,1.40342,3.04818,2.86498,1.76696,0.0005314,0.0005314,0.0005314
73,1001.67,0.75789,1.46861,0.84733,1.07958,0.37935,0.24399,0.26142,0.1833,0.33142,0.26007,0.23311,0.1425,1.45847,3.03551,2.82359,1.76029,0.0005248,0.0005248,0.0005248
74,1014.51,0.76073,1.50605,0.83484,1.08687,0.35749,0.26873,0.25818,0.18282,0.26352,0.28241,0.22943,0.13698,1.44113,3.20091,2.91299,1.77452,0.0005182,0.0005182,0.0005182
75,1031.38,0.77325,1.51584,0.8449,1.09277,0.37035,0.25125,0.2662,0.1757,0.33725,0.21919,0.23061,0.14089,1.40785,3.21371,2.77481,1.7283,0.0005116,0.0005116,0.0005116
76,1047.87,0.75138,1.42458,0.81108,1.07267,0.3716,0.26483,0.24031,0.17207,0.34805,0.25013,0.21651,0.13306,1.36054,3.11652,2.91818,1.67382,0.000505,0.000505,0.000505
77,1064.28,0.73426,1.49446,0.81067,1.06674,0.29036,0.2375,0.22592,0.15017,0.28197,0.24936,0.22715,0.1314,1.37237,3.14895,2.9821,1.69552,0.0004984,0.0004984,0.0004984
78,1080.67,0.75026,1.47922,0.82426,1.07342,0.30264,0.26161,0.25365,0.17837,0.39433,0.19543,0.23581,0.14503,1.38366,3.16664,2.91429,1.72892,0.0004918,0.0004918,0.0004918
79,1096.72,0.72811,1.46157,0.78933,1.07385,0.47334,0.17398,0.23687,0.16662,0.26516,0.2438,0.21278,0.1464,1.48385,3.13151,3.0042,1.7968,0.0004852,0.0004852,0.0004852
80,1112.78,0.75192,1.46924,0.80767,1.08858,0.32888,0.24934,0.20929,0.14801,0.32134,0.25862,0.22377,0.12647,1.48863,3.07443,2.78335,1.80043,0.0004786,0.0004786,0.0004786
81,1128.62,0.73976,1.41295,0.7864,1.07313,0.305,0.26353,0.24249,0.16237,0.2821,0.23904,0.2128,0.13035,1.42425,3.05599,2.95137,1.76333,0.000472,0.000472,0.000472
82,1144.88,0.73417,1.37356,0.78667,1.06221,0.3327,0.26368,0.24919,0.17429,0.30355,0.23825,0.21573,0.14449,1.45959,3.11009,2.85263,1.79956,0.0004654,0.0004654,0.0004654
83,1161.08,0.72874,1.39785,0.76975,1.0664,0.27423,0.30839,0.21985,0.14223,0.23298,0.24564,0.18567,0.1144,1.5224,3.13729,2.83864,1.85689,0.0004588,0.0004588,0.0004588
84,1177.51,0.73244,1.4475,0.8032,1.06504,0.37674,0.24262,0.21753,0.15896,0.36886,0.23818,0.2134,0.12624,1.40432,3.27294,2.93884,1.73609,0.0004522,0.0004522,0.0004522
85,1193.64,0.73378,1.442,0.76964,1.06285,0.33519,0.22003,0.21916,0.16953,0.32633,0.20233,0.20654,0.1434,1.44152,3.23409,2.95421,1.77425,0.0004456,0.0004456,0.0004456
86,1209.72,0.71928,1.45195,0.77621,1.06137,0.28784,0.30003,0.24788,0.18199,0.25934,0.27017,0.21242,0.13579,1.42892,3.14851,2.87023,1.77333,0.000439,0.000439,0.000439
87,1225.82,0.71938,1.39106,0.7618,1.0576,0.29747,0.26032,0.216,0.15064,0.2787,0.24253,0.1965,0.12954,1.47101,3.25024,2.70554,1.81754,0.0004324,0.0004324,0.0004324
88,1242.32,0.69068,1.38975,0.74002,1.03917,0.34607,0.27628,0.2277,0.16518,0.40756,0.2361,0.23613,0.14174,1.3972,3.07484,2.94221,1.74901,0.0004258,0.0004258,0.0004258
89,1258.6,0.71465,1.3757,0.75026,1.06098,0.2491,0.34163,0.23683,0.17748,0.40121,0.21641,0.23013,0.14295,1.42961,3.2133,2.84437,1.81887,0.0004192,0.0004192,0.0004192
90,1269.12,0.71116,1.40765,0.74668,1.06317,0.32916,0.30722,0.23422,0.16397,0.28779,0.2779,0.20772,0.13413,1.44472,3.37096,2.85791,1.80892,0.0004126,0.0004126,0.0004126
91,1278.97,0.71846,1.37574,0.74808,1.05819,0.30293,0.28907,0.26464,0.16713,0.25125,0.24595,0.20594,0.12574,1.55507,3.43015,2.80737,1.87624,0.000406,0.000406,0.000406
92,1288.76,0.70145,1.36075,0.72093,1.04872,0.31833,0.24002,0.24521,0.17673,0.31899,0.22322,0.23278,0.14229,1.45744,3.23049,2.84542,1.79689,0.0003994,0.0003994,0.0003994
93,1298.35,0.69839,1.34826,0.72021,1.04747,0.31962,0.27332,0.25638,0.18107,0.31818,0.24206,0.22995,0.14776,1.47691,3.37203,3.05051,1.80275,0.0003928,0.0003928,0.0003928
94,1308.09,0.69348,1.37522,0.73233,1.03888,0.38443,0.25618,0.24638,0.18754,0.36525,0.24886,0.24433,0.15493,1.49215,3.23389,2.95877,1.84911,0.0003862,0.0003862,0.0003862
95,1317.9,0.69388,1.30455,0.72438,1.04553,0.33617,0.23432,0.22826,0.17033,0.30524,0.23547,0.22001,0.13739,1.4786,3.19736,3.01562,1.80417,0.0003796,0.0003796,0.0003796
96,1328.17,0.69828,1.34118,0.70864,1.04848,0.36642,0.2787,0.27636,0.18814,0.33944,0.26065,0.24201,0.1496,1.40877,3.13825,2.87542,1.79701,0.000373,0.000373,0.000373
97,1338.44,0.68601,1.32043,0.69462,1.03003,0.28277,0.26849,0.22151,0.15914,0.24822,0.24145,0.19302,0.12597,1.43215,3.21537,2.88244,1.78979,0.0003664,0.0003664,0.0003664
98,1348.83,0.69023,1.32933,0.7192,1.04557,0.32516,0.24373,0.22804,0.16736,0.31605,0.23504,0.20115,0.12583,1.44697,3.17286,2.99681,1.76101,0.0003598,0.0003598,0.0003598
99,1359.15,0.665,1.29883,0.6856,1.03205,0.30911,0.27342,0.24116,0.1794,0.24592,0.27357,0.21618,0.13694,1.44194,3.32477,2.79795,1.78733,0.0003532,0.0003532,0.0003532
100,1369.58,0.65844,1.27442,0.6769,1.03091,0.30301,0.23085,0.22525,0.16529,0.33368,0.2029,0.20964,0.13974,1.43591,3.27751,3.02273,1.78698,0.0003466,0.0003466,0.0003466
101,1379.98,0.67298,1.35377,0.68801,1.02876,0.31917,0.21711,0.22736,0.16742,0.29521,0.20933,0.20517,0.13925,1.38859,3.17244,3.10255,1.73622,0.00034,0.00034,0.00034
102,1390.42,0.6657,1.32383,0.68795,1.03851,0.3215,0.21595,0.22099,0.163,0.30697,0.20143,0.19302,0.12833,1.34641,3.20605,3.2237,1.70836,0.0003334,0.0003334,0.0003334
103,1400.72,0.67716,1.32739,0.67257,1.02615,0.33146,0.27777,0.24091,0.17728,0.32517,0.25953,0.21846,0.14257,1.40591,3.15784,3.03539,1.71758,0.0003268,0.0003268,0.0003268
104,1411.62,0.65254,1.28312,0.66815,1.02495,0.26389,0.27223,0.22991,0.17223,0.28222,0.216,0.20806,0.14165,1.39373,3.26296,2.99199,1.73271,0.0003202,0.0003202,0.0003202
105,1422.4,0.66439,1.2839,0.67943,1.02269,0.26461,0.25179,0.22403,0.17084,0.33141,0.17393,0.18875,0.12641,1.44318,3.41941,3.06022,1.79578,0.0003136,0.0003136,0.0003136
106,1432.47,0.66018,1.31346,0.66304,1.02914,0.36802,0.21159,0.23699,0.17732,0.39077,0.20308,0.22852,0.14852,1.44773,3.4448,2.97287,1.7981,0.000307,0.000307,0.000307
107,1442.55,0.65369,1.23622,0.6643,1.02285,0.26086,0.28619,0.25038,0.19488,0.49541,0.2051,0.21051,0.14391,1.37519,3.31575,2.87159,1.71285,0.0003004,0.0003004,0.0003004
108,1452.39,0.65874,1.25791,0.65119,1.01914,0.33758,0.26975,0.24769,0.1841,0.30648,0.25058,0.23452,0.15746,1.37129,3.21094,2.94163,1.75069,0.0002938,0.0002938,0.0002938
109,1462.61,0.65825,1.27941,0.6487,1.01973,0.29002,0.24751,0.23007,0.1795,0.28206,0.24165,0.22518,0.14835,1.37416,3.31278,2.9957,1.767,0.0002872,0.0002872,0.0002872
110,1472.47,0.65648,1.26949,0.65741,1.02515,0.32273,0.22542,0.22235,0.16468,0.32378,0.22654,0.21684,0.14341,1.43193,3.19352,3.03163,1.81311,0.0002806,0.0002806,0.0002806
111,1482.44,0.65144,1.22727,0.64647,1.02304,0.2834,0.21695,0.23404,0.18069,0.29012,0.22366,0.22904,0.15435,1.37927,3.16667,3.15529,1.70294,0.000274,0.000274,0.000274
112,1492.11,0.65396,1.26735,0.62696,1.01819,0.29346,0.27592,0.23642,0.17983,0.27738,0.25902,0.21925,0.14755,1.33458,3.39602,3.12906,1.70067,0.0002674,0.0002674,0.0002674
113,1502.02,0.64175,1.26731,0.63374,1.02086,0.24232,0.26683,0.2298,0.17478,0.35924,0.21862,0.23368,0.14974,1.36291,3.28483,3.00733,1.74166,0.0002608,0.0002608,0.0002608
114,1511.67,0.63361,1.24989,0.6401,1.01566,0.25373,0.2787,0.24476,0.17894,0.22693,0.25924,0.21209,0.14567,1.33875,3.24428,2.91427,1.69176,0.0002542,0.0002542,0.0002542
115,1521.53,0.66174,1.24688,0.65027,1.01956,0.31429,0.25457,0.22517,0.16906,0.28627,0.22404,0.20178,0.12997,1.3795,3.26215,3.16353,1.71059,0.0002476,0.0002476,0.0002476
116,1531.07,0.61838,1.22317,0.62106,1.006,0.34323,0.21664,0.22914,0.16753,0.35282,0.21698,0.22501,0.14211,1.38766,3.16925,3.16383,1.75254,0.000241,0.000241,0.000241
117,1540.66,0.62217,1.20973,0.61217,1.01212,0.30769,0.25482,0.2354,0.18509,0.30811,0.25453,0.22902,0.1524,1.39131,3.20415,3.24314,1.73826,0.0002344,0.0002344,0.0002344
118,1550.27,0.64623,1.2724,0.63523,1.02258,0.29244,0.24499,0.23513,0.17575,0.28318,0.24207,0.22093,0.14309,1.36938,3.13479,3.01283,1.73488,0.0002278,0.0002278,0.0002278
119,1559.88,0.62916,1.27451,0.61465,1.01292,0.31327,0.25998,0.25165,0.19238,0.30618,0.27649,0.25892,0.14864,1.40772,3.21225,2.97317,1.75725,0.0002212,0.0002212,0.0002212
120,1569.78,0.63454,1.2494,0.6198,1.01722,0.33429,0.21955,0.24288,0.19302,0.26546,0.24254,0.23608,0.1555,1.37756,3.20088,3.14846,1.70758,0.0002146,0.0002146,0.0002146
121,1581.45,0.62666,1.21618,0.60494,1.00099,0.25982,0.21915,0.21185,0.16484,0.26919,0.18051,0.19238,0.13051,1.34681,3.17461,3.19311,1.69178,0.000208,0.000208,0.000208
122,1592.86,0.6059,1.1762,0.58884,1.00199,0.26816,0.27258,0.24724,0.18868,0.25189,0.25216,0.21981,0.14495,1.36735,3.25772,3.11837,1.70698,0.0002014,0.0002014,0.0002014
123,1602.83,0.62544,1.19063,0.59416,1.00365,0.26619,0.27007,0.23331,0.18198,0.27136,0.24282,0.21081,0.1463,1.34293,3.19665,3.18203,1.6815,0.0001948,0.0001948,0.0001948
124,1612.76,0.60929,1.21548,0.59529,1.0057,0.25663,0.26155,0.23915,0.18781,0.27504,0.22214,0.20809,0.14846,1.40503,3.35655,3.22043,1.76225,0.0001882,0.0001882,0.0001882
125,1622.62,0.63478,1.23821,0.61666,1.00525,0.26958,0.2996,0.2487,0.18516,0.24892,0.27105,0.21799,0.14299,1.40377,3.38766,3.20707,1.76716,0.0001816,0.0001816,0.0001816
126,1632.25,0.62922,1.21099,0.59889,1.00815,0.37573,0.24827,0.25693,0.18368,0.34643,0.23761,0.23873,0.14654,1.39181,3.22244,3.1567,1.75114,0.000175,0.000175,0.000175
127,1642.22,0.61055,1.20377,0.58536,0.99744,0.2916,0.21738,0.21815,0.16764,0.28989,0.21535,0.20723,0.13486,1.38563,3.29633,3.26461,1.72703,0.0001684,0.0001684,0.0001684
128,1652.07,0.59465,1.15246,0.57674,0.99116,0.27719,0.24817,0.22056,0.17187,0.25195,0.22205,0.19723,0.13746,1.38125,3.21726,3.17662,1.72878,0.0001618,0.0001618,0.0001618
129,1666.58,0.60092,1.15936,0.57483,0.9821,0.25212,0.27727,0.22919,0.17114,0.23314,0.25532,0.21278,0.14608,1.33941,3.22549,3.20315,1.71411,0.0001552,0.0001552,0.0001552
130,1682.58,0.60682,1.18207,0.58367,1.01072,0.28885,0.25113,0.23146,0.17971,0.28148,0.24805,0.21493,0.13909,1.37681,3.22085,3.24097,1.73311,0.0001486,0.0001486,0.0001486
131,1698.28,0.58339,1.13173,0.57741,0.98665,0.33344,0.21004,0.21546,0.1651,0.33097,0.19593,0.20212,0.12787,1.37018,3.31816,3.30033,1.71428,0.000142,0.000142,0.000142
