epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,5954.81,0.89237,2.08333,0.97179,1.17318,0.48778,0.37152,0.35214,0.26821,0.43548,0.31943,0.28726,0.18498,1.19582,3.20652,2.15774,1.4739,0.001288,0.001288,0.001288
134,5999.15,0.87771,2.07523,0.95691,1.16429,0.49747,0.36815,0.35264,0.26935,0.4538,0.31549,0.28761,0.18448,1.19418,3.22141,2.15984,1.47166,0.001222,0.001222,0.001222
135,6042.91,0.87589,2.04664,0.95547,1.16168,0.48817,0.37891,0.35364,0.26991,0.46182,0.31084,0.28661,0.18432,1.19305,3.22943,2.15899,1.46959,0.001156,0.001156,0.001156
136,6086.74,0.88114,2.06554,0.95528,1.16945,0.51318,0.36415,0.35443,0.27099,0.45811,0.3129,0.28896,0.18533,1.19764,3.23644,2.16249,1.473,0.00109,0.00109,0.00109
137,6130.32,0.88478,2.08901,0.9453,1.16648,0.51148,0.36533,0.35612,0.27321,0.45547,0.31787,0.29005,0.18563,1.19808,3.23061,2.16088,1.4742,0.001024,0.001024,0.001024
138,6173.44,0.87151,2.07108,0.94499,1.16101,0.50744,0.37155,0.35588,0.2726,0.44687,0.32031,0.28862,0.18488,1.19973,3.22968,2.15819,1.47878,0.000958,0.000958,0.000958
139,6216.47,0.87231,2.04182,0.93172,1.16016,0.51528,0.37026,0.35497,0.27116,0.44768,0.32064,0.28819,0.1839,1.19756,3.24057,2.16719,1.47748,0.000892,0.000892,0.000892
140,6258.65,0.87196,2.06912,0.93431,1.16201,0.50955,0.37174,0.35317,0.26932,0.44328,0.31834,0.28767,0.18322,1.19797,3.23871,2.17686,1.47642,0.000826,0.000826,0.000826
141,6367.23,0.83261,1.91182,0.8654,1.18217,0.51456,0.36757,0.35304,0.26935,0.45644,0.3134,0.28672,0.18333,1.19805,3.23517,2.17129,1.476,0.00076,0.00076,0.00076
142,6410.91,0.81949,1.86493,0.82302,1.169,0.5218,0.36568,0.35233,0.26835,0.46342,0.31653,0.28585,0.18311,1.19525,3.24766,2.1667,1.47416,0.000694,0.000694,0.000694
143,6454.66,0.8013,1.85374,0.81458,1.16171,0.52378,0.36585,0.34972,0.26775,0.45755,0.31964,0.28511,0.18278,1.19586,3.25347,2.16695,1.47725,0.000628,0.000628,0.000628
144,6497.47,0.79624,1.83457,0.79909,1.15881,0.5362,0.36249,0.34947,0.26711,0.4669,0.31836,0.28485,0.18274,1.19551,3.25413,2.16891,1.47684,0.000562,0.000562,0.000562
145,6540.17,0.80297,1.85126,0.79274,1.16225,0.5377,0.3632,0.34893,0.26669,0.47466,0.31873,0.28461,0.1821,1.19916,3.25118,2.17267,1.4793,0.000496,0.000496,0.000496
146,6583.53,0.79921,1.84632,0.79203,1.15895,0.52976,0.35876,0.34713,0.2658,0.46625,0.31282,0.28173,0.18089,1.20146,3.24593,2.17495,1.4824,0.00043,0.00043,0.00043
147,6626.81,0.79518,1.84783,0.78766,1.1595,0.54269,0.35814,0.34727,0.26573,0.4725,0.31309,0.28232,0.18111,1.20454,3.25742,2.1785,1.48568,0.000364,0.000364,0.000364
148,6670.29,0.78924,1.82126,0.77932,1.15329,0.53779,0.35708,0.34583,0.26378,0.47011,0.31267,0.28224,0.18072,1.20625,3.26531,2.18834,1.48628,0.000298,0.000298,0.000298
149,6714.08,0.78209,1.81894,0.77281,1.15167,0.52351,0.36508,0.34499,0.2628,0.46273,0.31244,0.28102,0.18037,1.20642,3.27102,2.19246,1.4876,0.000232,0.000232,0.000232
150,6757.21,0.79061,1.83909,0.77876,1.15213,0.51244,0.36769,0.34555,0.26306,0.46501,0.31141,0.28056,0.18007,1.2077,3.27692,2.19492,1.48906,0.000166,0.000166,0.000166
